Num,Autores,Titulo,Public,Design,Afiliation,Region,country,Abstract,Num de Ref,num de autor,autor1,autor2,autor3,autor4,autor5,autor6,autor7,autor8,autor9,autor10,autor11,autor12,autor13,ref1,ref2,ref3,ref4,ref5,ref6,ref7,ref8,ref9,ref10,ref11,ref12,ref13,ref14,ref15,ref16,ref17,ref18,ref19,ref20,ref21,Ref,pais_autor1,pais_autor2,pais_autor3,pais_autor4,pais_autor5,pais_autor6,pais_autor7,pais_autor8,pais_autor9,pais_autor10,pais_autor11,pais_autor12,pais_autor13
1,Karen de Kock,"I heal, you heal, we heal: integrating Ubuntu in music therapy for healthcare in South Africa",Mental Health,Opinion,"University of Pretoria; South Africa
",Africa,South Africa,"“Ubuntu is similar to an ‘unbroken circle’
where everything is connected in harmony
and in the ‘interpersonal network of life’
(Shuttle, 1995 in Chisale,2018).
A recent study conducted on the status of
mental health in South Africa revealed that
South Africans suffer higher rates of probable
depression and anxiety compared to other
countries, with only one quarter of these receiving
treatment (Craig et al., 2022).
‘’Socio-demographic factors i.e., household
resources and education were, major contributing
factors, whereas Adverse Childhood
Experiences (ACE’s), were shown to be a
much greater risk factor for depression and
anxiety in later life” (Craig et al., 2022). Music Therapy as HEaLth care Profession in
South africa
Music Therapy celebrates 24 years as a registered
Healthcare Profession this year. The
majority of Music Therapists in South Africa
work in Private Practice, NGO Settings, Special
Needs Schools and Private Psychiatric
Hospitals. There are currently no Public Sector
posts in public hospitals or public schools.
Advocacy Public Sector posts are ongoing. Although
the efficacy of Music Therapy has
been researched and peer reviewed in Journal
articles on the affordances of Music Therapy
in a public Psychiatric Hospital (Lotter, C
& van Staden, W, 2022), lack of government
funding is consistently posed as the main barrier
to achieving this goal.
Private HEaLth care: campaign towards the
inclusion of Music Therapy as a scheme
benefit for Public Sector Employees
Music Therapists in Private Practice and those
offering sessions in private psychiatric hospitals
claim from member’s Medical Savings which
necessitates short-term, often stand-alone, interventions
to stay cost-effective. According to
the latest statistics by Statista (2018), only
16.4% of South Africans are on a private medical
scheme. Private medical schemes are,
therefore, only for the privileged few, although
a large percentage of the privileged few are
public servants: -school teachers, hospital nursing
staff, and police force members. These sectors
are noted for lower income, higher work
demands and longer work hours, culminating
in increased levels of health problems. Medical
scheme membership for these sectors is limited
to basic, ‘entry level’ coverage, which
excludes funding for Music Therapy. The Presenter
has been driving a campaign towards
Music Therapy/Arts Therapies as a scheme of
inclusion for public servants. To strengthen the
case, the first study on the effects of Music
Therapy on Mental Health Users in a Private
Psychiatric Hospital, was conducted in collaboration
with the University of Pretoria. NGO/community/Public HEaLthcare:
UBUNTU
To address the high demand for Mental Healthcare within the NGO/Community/
Public sector, Music Therapists and student
interns are providing interventions to clients
who do not have access to private healthcare
or who are patients in under-resourced, oversubscribed
public mental healthcare hospitals.
Within these communities of long-term
care facilities, public psychiatric hospitals, residential
communities and public schools, the
focus is on the inclusion of clients, care workers,
teachers, parents, and the extended family.
Lack of funding remains a challenge in
these sectors which necessitates the implementation
of short-term interventions involving
all community members towards
strengthening the individual as well as their
community.
conclusion
To address the current and future HEaLth
care needs of the majority of South Africans
in the different sectors of Public, Private, NGO
and Community, Music Therapy needs to include
all the community stakeholders, be
cost- effective and offer short-term interventions
in order to make it accessible for all.",4.0,1,Karen de Kock,,,,,,,,,,,,,"Chisale, S. S. (2018). Ubuntu as care: Deconstructing
the gendered Ubuntu. Verbum et
Ecclesia, a1790.","Craig, A., Rochat, T., Naicker, & Maphanga.
(2022). The prevalence of probable depression
and probable anxiety, and associations
with adverse childhood experience
and socio-demographics: A national Survey
in South Africa.","Lotter, C., & Van Staden, W. (2022). Patient’s
voices from music therapy at a South
African psychiatric hospital. South African
Journal of Psychiatry, a1884. doi:10.
4102/sajpsychiatry.v2810.1884","Mkhize, N. (2004). Psychology: An African
perspective. In K. Ratele, N. Duncan, D.
Hook, N. Mkhize, P. Kiguwa, & A. Collins,
Self, community and psychology (pp. 4-
10). UCT Press.",,,,,,,,,,,,,,,,,,"Chisale, S. S. (2018). Ubuntu as care: Deconstructing
the gendered Ubuntu. Verbum et
Ecclesia, a1790.  


Craig, A., Rochat, T., Naicker, & Maphanga.
(2022). The prevalence of probable depression
and probable anxiety, and associations
with adverse childhood experience
and socio-demographics: A national Survey
in South Africa.


Lotter, C., & Van Staden, W. (2022). Patient’s
voices from music therapy at a South
African psychiatric hospital. South African
Journal of Psychiatry, a1884. doi:10.
4102/sajpsychiatry.v2810.1884


Mkhize, N. (2004). Psychology: An African
perspective. In K. Ratele, N. Duncan, D.
Hook, N. Mkhize, P. Kiguwa, & A. Collins,
Self, community and psychology (pp. 4-
10). UCT Press.  ",South Africa,,,,,,,,,,,,
2,Cara Smith,Singing the same song: a Survey of music therapy contexts in Africa,Professionals,Survey,"University of Pretoria; South Africa
",Africa,South Africa,"This eposter presents the results of a Survey
study that located and collected descriptions
of therapeutic music practices across the
African continent. Respondents described
their practices, contexts of work, and professional
identity in diverse ways. A strong interest
was expressed among participants for
opportunities to connect and collaborate. introduction
Professionals within the field of music therapy
may encounter therapeutic music practices
that are formed outside of the typical
parameters of their discipline. These practices
exist within diverse cultural contexts. Acknowledging
these practices and aiming to
understand them is ethically important, yet
too few studies exist that facilitate this. In
particular, very few studies have been conducted
that aim to amplify the voices of therapeutic
music practitioners or provide an
informative platform where their work, values,
practices, philosophies, and interests are
available for music therapists to observe and
engage with.
Method
This presentation exhibits the results of an exploratory
Survey study that located and collected
descriptions of therapeutic music
practices across the African continent. Individuals
included in this study identified themselves
as music therapists, music therapy
students, musicians who framed their work
as “therapeutic,” and practitioners who
framed (part or all of) their practice as “music
therapy” or “therapeutic musicing.”
results
Twenty-two participants from 11 African
countries responded to an electronic Survey,
describing their professional identities, the
contexts of their practices, and the intended
purposes of their work. Results indicated that
practitioners of a similar professional identity
and context of work tended to use similar
wording and phrases in their descriptions. A
strong interest was expressed among participants
in opportunities to connect and collaborate.
conclusion
These results suggest ideas within an African
context, but its implications may apply wherever
music therapists may find themselves
stepping into a different therapeutic musical
space and being presented with the opportunity
to immerse and learn within it.",13.0,1,Cara Smith,,,,,,,,,,,,,"Aday, L. A., & Cornelius, L. J. (2006). Designing and conducting health Surveys: a comprehensive guide. John Wiley & Sons.","Agawu, K. (2014). Representing African music: Postcolonial notes, queries, positions. Routledge.","Andsell, G. (2002). Community music therapy and the winds of change. Voices: A World Forum for Music Therapy, 2(2). https://voices.no/index.php/voices/article/view/1590/1349","Braun, V., & Clarke, V. (2019). Reflecting on reflexive thematic analysis. Qualitative Research in Sport, Exercise and Health, 11(4), 589-597.","Kigunda, M. (2007). Music and health in Kenya: Sound, spirituality and altered consciousness juxtaposed with emotions (Dissertation). Otto von Guericke University Magdeburg.","Nzewi, M. (2002). Backcloth to music and healing in traditional African society. Voices: A world forum for music therapy, 2(2). DOI: 10.15845/voices.v2i2.85","Pavlicevic, M. (2001). Music therapy in South Africa: Compromise or synthesis? Voices: A world forum for music therapy, 1(1). DOI: 10.15845/VOICES.V1I1.43","Pavlicevic, M., & Ansdell, G. (2004). Community Music Therapy. Jessica Kingsley. Schutz, A. (1964). Making music together: A study in social relationship. Social Research, 18(1). The Johns Hopkins University Press. https://www.jstor.org/stable/40969255.","Stige, B. (2002). Culture-Centered Music Therapy. Barcelona Publishers.","Umezinwa, E. C. (2017). Music and healing. African Psychologist: An International Journal of Psychology and Allied Professions, 3(1).","Van Buren, K. J. (2010). Applied ethnomusicology and HIV and AIDS: Responsibility, ability, and action. Ethnomusicology, 54(2), 202-223.","Wilson, B. (2006). The drumming of traditional Ashanti healing ceremonies. Pacific review of Ethnomusicology, 11, 117.","Winter, P. (2015). Perspectives on the practice of community music therapy in rural primary schools of Malawi. Nordic Journal of Music Therapy, 24(3), 276-287.",,,,,,,,,"Aday, L. A., & Cornelius, L. J. (2006). Designing and conducting health Surveys: a comprehensive guide. John Wiley & Sons.


Agawu, K. (2014). Representing African music: Postcolonial notes, queries, positions. Routledge.


Andsell, G. (2002). Community music therapy and the winds of change. Voices: A World Forum for Music Therapy, 2(2). https://voices.no/index.php/voices/article/view/1590/1349


Braun, V., & Clarke, V. (2019). Reflecting on reflexive thematic analysis. Qualitative Research in Sport, Exercise and Health, 11(4), 589-597.


Kigunda, M. (2007). Music and health in Kenya: Sound, spirituality and altered consciousness juxtaposed with emotions (Dissertation). Otto von Guericke University Magdeburg.


Nzewi, M. (2002). Backcloth to music and healing in traditional African society. Voices: A world forum for music therapy, 2(2). DOI: 10.15845/voices.v2i2.85


Pavlicevic, M. (2001). Music therapy in South Africa: Compromise or synthesis? Voices: A world forum for music therapy, 1(1). DOI: 10.15845/VOICES.V1I1.43


Pavlicevic, M., & Ansdell, G. (2004). Community Music Therapy. Jessica Kingsley. Schutz, A. (1964). Making music together: A study in social relationship. Social Research, 18(1). The Johns Hopkins University Press. https://www.jstor.org/stable/40969255.


Stige, B. (2002). Culture-Centered Music Therapy. Barcelona Publishers.


Umezinwa, E. C. (2017). Music and healing. African Psychologist: An International Journal of Psychology and Allied Professions, 3(1).


Van Buren, K. J. (2010). Applied ethnomusicology and HIV and AIDS: Responsibility, ability, and action. Ethnomusicology, 54(2), 202-223.


Wilson, B. (2006). The drumming of traditional Ashanti healing ceremonies. Pacific review of Ethnomusicology, 11, 117.


Winter, P. (2015). Perspectives on the practice of community music therapy in rural primary schools of Malawi. Nordic Journal of Music Therapy, 24(3), 276-287.",South Africa,,,,,,,,,,,,
3,Ai Nakatsuka,"Music, Music Therapy, and Peacebuilding in Sudan",Children,Opinion,"Dar Al Hanan Center; Sudan
",Africa,Sudan,"Sudan is a country which has experienced numerous
conflicts over the past decades. After
the current Sudanese Revolution in 2019, a
music education project has begun, which is
led by a former member of the student association
at The College of Music and Drama,
Sudan University of Science and Technology,
to aim for the advocacy, availability, accessibility,
and sustainability of music education
for public school children. Moreover, another
former member of the student association is
leading a Sudanese music research project
which aims for peace building by collecting
various tribal and regional music across the
country of Sudan and performing the music
for the public. A board-certified music therapist
from Japan has been co-leading those
projects while applying a Community Music
Therapy (CoMT) perspective. Despite the
delay of the projects, due to the military coup
in October 2021 as well as the political and
economic crises in Sudan, those projects are
ongoing while receiving funds from Japanese
organizations.
Objective
This study investigates the roles and involvement
of a music therapist in the ongoing
music projects in Sudan from a CoMT and
cross-cultural perspective.
Methods
Semi-structured, face-to-face interviews with
the project leaders have been conducted following
a qualitative design, combining constructivist
grounded theory and ethnographical
approaches. Data from the interviews are
compared to personal memo notes of the researcher.
current findings
Although this study has not been completed
yet, it is found that some clinical knowledge
and skills are vital: such as disabilities, mental
health, therapeutic frameworks; self-awareness,
self-reflection, and self-care; in addition
to professional ethics, which include confidentiality,
privacy, and boundaries. In addition,
some other skills, such as advocacy,
presentation, networking, fundraising, and
(co-) leadership, are essential for the music
therapist in order to co-lead the projects. Due
to the needs and goals of each project, the
music therapist plays various roles such as a
musician, facilitator, and collaborator, which
were also commonly Reported in most CoMT
studies. Due to the contrast of backgrounds
between the project members and the music
therapist, developing the music therapist’s
cultural humility is also essential. Discussion
Because the severity and phase of political
and/or economic crisis vary in each country
or area in conflict, in addition to various
needs and goals of the community that music
therapists work in, with, and/or within, a
music therapist’s roles and involvement
would need to be constantly negotiated. With
the expertise and uniqueness of professional music therapists, they could contribute to the
field of peacebuilding and conflict resolution
while applying multiple perspectives which
include, but are not limited to, a CoMT and
cross-cultural perspective.",7.0,1,Ai Nakatsuka,,,,,,,,,,,,,"Fitzsimons, B. (2016). Approaching music
therapy in a different country: A literature
review on cultural considerations when
practising in a developing country. British
Journal of Music Therapy, 30(2), 83–88.
https://doi.org/10.1177/1359457516667
930","Gadberry, A. (2014). Cross-cultural perspective:
A thematic analysis of a music therapist’s
experience providing treatment in a
foreign country. Australian Journal of
Music Therapy, 25, 66–81.","Nakatsuka, A. (2021). Freedom, Justice,
Peace, Democracy, Civil Rights, Khartoum
Philharmonic Orchestra and Choir
Project in Sudan [Video]. ArtEZ studium
generale. https://studiumgenerale.artez.
nl/nl/studies/video/ai+nakatsuka+shows+
how+music+can+carry+a+revolution/","Ng, W. F. (2005). Music therapy, war trauma,
and peace: A Singaporean perspective.
Voices: A World Forum for Music Therapy,
5(3). https://doi.org/10.15845/voices.v5i3.
231","Sikainga, A. (2011). A short history of Sudanese
popular music. In J. Ryle, J. Willis,
S. Baldo, & J. M. Jok, (Eds.), The Sudan
handbook (pp. 242–253).","James Currey.
Stige, B. & Aaro, L. E. (2012). Invitation to
community music therapy. Routledge.","Stige, B., Ansdell, G., Elefant, C., & Pavlicevic,
M. (2010). Where music helps: Community
music therapy in action and reflection.
Ashgate.",,,,,,,,,,,,,,,"Fitzsimons, B. (2016). Approaching music
therapy in a different country: A literature
review on cultural considerations when
practising in a developing country. British
Journal of Music Therapy, 30(2), 83–88.
https://doi.org/10.1177/1359457516667
930


Gadberry, A. (2014). Cross-cultural perspective:
A thematic analysis of a music therapist’s
experience providing treatment in a
foreign country. Australian Journal of
Music Therapy, 25, 66–81.


Nakatsuka, A. (2021). Freedom, Justice,
Peace, Democracy, Civil Rights, Khartoum
Philharmonic Orchestra and Choir
Project in Sudan [Video]. ArtEZ studium
generale. https://studiumgenerale.artez.
nl/nl/studies/video/ai+nakatsuka+shows+
how+music+can+carry+a+revolution/


Ng, W. F. (2005). Music therapy, war trauma,
and peace: A Singaporean perspective.
Voices: A World Forum for Music Therapy,
5(3). https://doi.org/10.15845/voices.v5i3.
231


Sikainga, A. (2011). A short history of Sudanese
popular music. In J. Ryle, J. Willis,
S. Baldo, & J. M. Jok, (Eds.), The Sudan
handbook (pp. 242–253).


 James Currey.
Stige, B. & Aaro, L. E. (2012). Invitation to
community music therapy. Routledge.


Stige, B., Ansdell, G., Elefant, C., & Pavlicevic,
M. (2010). Where music helps: Community
music therapy in action and reflection.
Ashgate.",Sudan,,,,,,,,,,,,
4,Khouloud Mbarki; Yosra Zgueb; Feki Soufiane,The Efficacy of Bonny Method of Guided Imagery and Music of Burnout,Burnout,Theoretical Study,"Tunisia; Tunisia . Al-Razi Hospital, Faculty of Medicine; Tunisia.  Higher Institute of Music, Tunis, City of Culture; Tunisia
",Africa,Tunisia,"The healthcare professional environment is
among the most stressful occupations therefore,
medical and Paramedical staffs have
higher rates of burnout. It has been proven
the effectiveness of Guided Imagery and
Music (GIM) on psychiatry, and for this reason,
we suggested it as a solution to burnout
in the Razi Hospital in Tunisia. This study aims
to determine the effect of GIM on burnout at
Razi Hospital, Tunisia.
Methodology and Materials
This is a multi-stage research that includes
three main stages:
Phase 1
We have distributed the Maslach burnout inventory
test to identify the sick and exclude
the healthy, a self-questionnaire and a questionnaire
before session of “GIM” about
music (back round of patients). At the end of
each treatment session, we distributed the
assessment “GIM” forms.
Phase 2
We relied on individual sessions with an average
of two sessions for each recorded session.
We relied on the Guided Images and
Music “GIM”, the procedure technique: the
prelude, the induction, the music travel, the
return and the postlude. We relied on soft
music that differed according to the patient,
and when the music was playing, the patient
described his feelings, and we recorded the
concepts that will help the patient in treatment,
and sometimes we directed him. We
also relied on papers and pens. Once the
music ends, the patient draws his feelings.
Phase 3
An evaluative study related to the “GIM” sessions
done before and after the treatment. It
tests the process of the whole treatment. This
descriptive cross-sectional study over a period
in January 2021 took place in the psychiatric
departments of the Razi hospital. (At
service “A” IbneSina). The target population
is 9 medical and 21 paramedical staff.
In all statistical tests, the significance of level
was set at p=0.05. results
General data
Out of a total of 40 people, thirty people have burnout according to the test MBI. There were
also no statistically significant differences between
sexes in coping with burnout. We found
a statistically significant association between
job satisfaction, burnout in psychiatric environment,
and characteristics of work. We did not
find a statistically significant association between
the measure of burnout and the sociodemographic
aspect except gender.
analysis by discipline: Efficacy of Guided
imagery and Music (GiM)
Before intervention of “GIM” session, the
Type 1 of Burnout Emotion Exhaustion was
19 of medical and paramedical who had a
Moderate Emotional Exhaustion and 1 person
who had Low Emotional Exhaustion as
well as 10 persons who had High Emotional
Exhaustion. After intervention, we have 17 of
the staff who had low emotional exhaustion
and 13 had Moderate burnout. While the
Type 2 of Burnout: Depersonalization was 10
among staff who had moderate, 1 of the staff
had low and 19 persons had high Burnout.
After the intervention, 18 of the staff had low
and 12 of them had moderate Burnout. Also,
we regard change in the type 3 of Burnout:
Reduced Personal Accomplishment we had 9
persons were moderate, 3 low and 18 of
them were high Burnout. After intervention,
8 of the staff had moderate and 22 of them
had low Burnout.

The sessions of “GIM” that are assessed in
our study allowed a significant improvement
in perceived burnout as the perceived
burnout “Emotional Exhaustion” Scale average
score decreased 22, 67 ± 10, 07 to 9.00.
The average score of “Depersonalizations”
decreased significantly 11, 90 ± 5,530 to
3.500 and the mean score of “Personal
Achievement” was decreased 34.07 ± 10.37
to10.07. Our results are similar to those
found in the literature (2) where Medical and
paramedical personnel during treatment Reported
Burnout. And There is a statistically
significant connection between Burnout and
the effect of “GIM” p= 0.005. But the continuation
of the effectiveness of “GIM” over a
week after each session is weak and varies
from person to person.

This alternative therapy will be usable to help
treat Burnout, which may contribute to solving
many problems in hospitals.",2.0,3,Khouloud Mbarki,Yosra Zgueb,Feki Soufiane,,,,,,,,,,,"Beck, B. D., Hansen, A. M., & Gold, C. (2015).
Coping with work-related stress through
guided imagery and music (GIM): Randomized
controlled trial. Journal of Music
Therapy, 52(3), 323–352. doi:10.1093/
jmt/thv011","Morse, G., Salyers, M. P., Rollins, M. M-D., &
Pfahler, C. (2012). Burnout in mental health
services: A review of the problem and its
remediation. Administration and Policy in
Mental Health and Mental Health Services
Research, 39(5), 341–352. doi:10. 1007/
s10488-011-0352-1",,,,,,,,,,,,,,,,,,,,"Beck, B. D., Hansen, A. M., & Gold, C. (2015).
Coping with work-related stress through
guided imagery and music (GIM): Randomized
controlled trial. Journal of Music
Therapy, 52(3), 323–352. doi:10.1093/
jmt/thv011


Morse, G., Salyers, M. P., Rollins, M. M-D., &
Pfahler, C. (2012). Burnout in mental health
services: A review of the problem and its
remediation. Administration and Policy in
Mental Health and Mental Health Services
Research, 39(5), 341–352. doi:10. 1007/
s10488-011-0352-1",Tunisia,Tunisia,Tunisia,,,,,,,,,,
5,Vivian Chan; Elizabeth Coombes; Claudia Zanini; Kana Okazaki-Sakaue; Jin Hyung Lee; Juan Pedro Zambonini; Baishali Mukherjee; Francesca Maria Rubbettino; Teresa Lesiuk; Penny Warren,Actions and Reflections of the Education and Certification Commission of the World Federation of Music Therapy,Worldwide,Opinion,"Education and Certification Commission WFMT; Hong Kong.
University of South Wales; United Kingdom.
Department of Gerontology, SBGG-Goiás;Brazil.
Kobe University; Japan.
Chung-Ang University;Korea.
Children’s Hospital of Philadelphia; United States.
Chennai School of Music Therapy; India.
Education and Certification Commission WFMT;Italy.
University of Miami; United States.
Victoria University of Wellington; New Zealand.
",Asia,Worldwide,"The Education and Certification Commission
(ECC) from the World Federation of Music
Therapy (WFMT) encourages cross-cultural
discussions and considerations on educational
and certification standards across the
globe. The current ECC commission has music
therapy educators from six different regions
(Australia/New Zealand, Europe, Latin America
and the Caribbean, North America, Southeast
Asia, and the Western Pacific). Our tasks
during our term of office have included:
• Writing guidelines for music therapy education
programmes. • Updating the digital registry of music
therapy training programmes across the
globe.
• Compiling a Global Music Therapy Training
Program contact list.
• Creating an online education resources
library and a members-only area on the
WFMT website.
• Creating video interviews on music therapy
education, training, and certification
around the world.
• Presenting at the Latin American Congress
of Music Therapy - CLAM.
• Presenting online for World Music Therapy
Day 2021.
In our monthly meetings, we strive to move
the music therapy profession forward in the
21st century by engaging with a range of
voices from different educational and cultural
backgrounds. We have found these meetings
an invaluable reflective space to engage with
the global community and look towards being
part of systemic change and innovation in our
community. This presentation offers the commission the
opportunity to share its work and philosophy
with each member offering their perspective
from their own area’s cultural position. As
awareness and attitudes of honoring diversity,
equity and inclusion is a topic that is gaining
vital importance to the development of
music therapy education and practice, this
session seeks to explore the different perspectives
held around this topic in different
parts of the world and the role of the ECC in
supporting this goal. Following these presentations,
the discussion will be opened up to
the audience to engage in a reflective discussion
that will inform the direction of the next
Commission.",0.0,10,Vivian Chan,Elizabeth Coombes,Claudia Zanini,Kana Okazaki-Sakaue,Jin Hyung Lee,Juan Pedro Zambonini,Baishali Mukherjee,Francesca Maria Rubbettino,Teresa Lesiuk,Penny Warren,,,,,,,,,,,,,,,,,,,,,,,,,,Hong Kong,United Kingdom,Brazil,Japan,Korea,United States,India,Italy,United States,New Zealand,,,
6,Bettina Wan,Dealing with Auditory Sensory Issues with Music Animation in Children with ASD,Autism,Experience Report,"Healing Voices Music Education and Therapy Centre; Hong Kong.
",Asia,Hong Kong,"A program “Living with Music” was developed
hoping to help children with autistic spectrum
disorder (ASD) deal with auditory sensory issues.
The program involved showing ASD children
some self-composed music animations
with added real-life sounds that tend to create
discomfort in them. Evaluation took place
based on feedback from their parents who
have also participated in the program.

It is known that it is common among children
with ASD with sensory issues, including auditory
input that ASD children experience on
daily lives that could cause over-stimulation/
reaction or frustration in them (Danesh et al.,
2021; Robertson & Simmons, 2015). Yet there
is currently no widely known treatment for increasing
tolerance to the overstimulating
source of sound. The author has worked with
children with ASD for over 10 years and she noticed
their interest in music and motion media.
Therefore, A program named “Living with
Music” was developed in mid 2019 to investigate
the effectiveness of music animation involving
sounds that could appear in daily lives,
such as wall drilling sound, thunder sound, hair
dryer sound, etc., on helping children with ASD
to increase tolerance to the sound that they
find overstimulating and discomforting.

Parents of ASD were invited to complete Survey
about sound that their children are sensitive
to or which causes frustrations in them.
Five music and animation clips were created
based on the topics suggested by the parents
from the Surveys. Sound in reality, such as the
sound of hair dryer, was added into the music
animation. The created music animation clips
were shown to 20 ASD children participants
as part of their daily routine for one month.
Their parents were then invited to fill in Survey
in regards to the effectiveness of the
music animation on their children’s perception
of the auditory information that has
been affecting them.

Results showed that not only the music animation
helps with the increased tolerance in
particular types of sounds, but also with parents
feedback suggesting that children with
ASD also learns about social concepts and
self care concepts through the music animations. Discussion
It has been shown that the inclusion of the
sound that ASD children are sensitive to into
music animations could be a way to reduce
the overly stimulated reactions in them. However,
although some positive outcomes have
been observed, the small sample size in the
project might not be truly representing the
effectiveness of the program. Thus, further
investigations could be conducted with a bigger
sample size.",5.0,1,Bettina Wan,,,,,,,,,,,,,"Basak , B., Yucehan , Y., & Ahmet , Y. (2018).
Using animation as a means of enhancing
learning of individuals with special needs.
TEM Journal, 7(3), 670-677. https://doi.
org/10.18421/TEM73-26","Danesh, A. A., Howery, S., Aazh, H., Kaf, W., &
Eshraghi, A. A. (2021). Hyperacusis in
Autism Spectrum Disorders. Audiology Research,
11(4), 547–556. https://doi.org/
10.3390/audiolres11040049","Gomes, E., Pedroso, F. S., & Wagner, M. B.
(2008). Auditory hypersensitivity in the
autistic spectrum disorder. Pro-fono : revista
de atualizacao cientifica, 20(4), 279–284.
https://doi.org/10.1590/s0104-56872
008000400013","Lucker, J. R., & Doman, A. (2015). Neural
mechanisms involved in hypersensitive
hearing: Helping children with ASD who
are overly sensitive to sounds. Autism
research and treatment, 2015, 369035.
https://doi.org/10.1155/2015/369035","Robertson, A. E., & Simmons, D. R. (2015).
The sensory experiences of adults with
autism spectrum disorder: A qualitative
analysis. Perception, 44(5), 569–586.
https://doi.org/10.1068/p7833",,,,,,,,,,,,,,,,,"Basak , B., Yucehan , Y., & Ahmet , Y. (2018).
Using animation as a means of enhancing
learning of individuals with special needs.
TEM Journal, 7(3), 670-677. https://doi.
org/10.18421/TEM73-26


Danesh, A. A., Howery, S., Aazh, H., Kaf, W., &
Eshraghi, A. A. (2021). Hyperacusis in
Autism Spectrum Disorders. Audiology Research,
11(4), 547–556. https://doi.org/
10.3390/audiolres11040049


Gomes, E., Pedroso, F. S., & Wagner, M. B.
(2008). Auditory hypersensitivity in the
autistic spectrum disorder. Pro-fono : revista
de atualizacao cientifica, 20(4), 279–284.
https://doi.org/10.1590/s0104-56872
008000400013


Lucker, J. R., & Doman, A. (2015). Neural
mechanisms involved in hypersensitive
hearing: Helping children with ASD who
are overly sensitive to sounds. Autism
research and treatment, 2015, 369035.
https://doi.org/10.1155/2015/369035


Robertson, A. E., & Simmons, D. R. (2015).
The sensory experiences of adults with
autism spectrum disorder: A qualitative
analysis. Perception, 44(5), 569–586.
https://doi.org/10.1068/p7833",Hong Kong,,,,,,,,,,,,
7,Jessica Hariwijaya,Establishing Music Therapy Through Prevailing Cultural and Societal Challenges Amidst COVID-19 Pandemic,COVID-19,Experience Report,Siloam Hospital; Indonesia,Asia,Indonesia,"Music varies from nation to nation. How music
is utilized is an important consideration in the
music therapy process. This presentation describes
the music therapy practice situated in
Indonesia, a society consisting of people from
hundreds of ethnic groups with diverse cultural
backgrounds spreading among its thousands
of islands. Indonesia is one of the most populous countries
in Southeast Asia with more than 270
million people living across its 17,508 islands.
There are over 800 languages spoken within
the people in the country. Indonesia is home
to hundreds of forms of music. Music plays
an important role in the nation’s art and culture,
making this art form very closely related
to the lives of Indonesians. In 2007, Universitas Pelita Harapan introduced
its Sarjana Seni (equivalent to Bachelors of
Arts) in Music Therapy program. Since then,
there are 35 graduates and currently, 20 students
are enrolled in the program. However,
as of 2021, there are less than 10 individuals
actively practicing as a music therapist in Indonesia.
Currently, practicing music therapists
are centered in Jakarta and its neighboring
cities. The National Association of Music Therapy
is currently being developed. By 2017, Indonesia’s only Medical Music
Therapy program was re-established as a professional
service at Siloam Hospital, providing
care to patients from children to Gerontology with
diverse clinical diagnosis.
There were challenges to maintain the program
during the first few years, ranging from
skepticism from other healthcare providers,
introducing the new service to insurance
companies, and many more. By the third to
fifth year of re-establishing the medical music
therapy program, there was a high demand
of patients referred to music therapy services;
however, the hospital was not able to
hire another music therapist due to low availability
in human resources. The hardship to
maintain the program was also heightened
when the country’s economic situation was
impacted by the COVID-19 pandemic. Today, the music therapy program is still active.
This was achieved through consistent
network building among healthcare professionals
who regularly presented about the
field of music therapy to reach a larger market,
collaborations with various specialists,
and branding. There was strong support from
outside of the music therapy sessions. However,
the most essential contributing factor to
sustaining the program occurred during the
session, where rapport was established. This
highlights the knowledge of the Indonesian
musical identity to successful client rapport. ",3.0,1,Jessica Hariwijaya,,,,,,,,,,,,,"Kominfo, P. (2013). Indonesia miliki kekayaan
dan keanekaragaman budaya. Website
Resmi Kementrian Komunikasi dan Informatika
Republik Indonesia. https://www.
kominfo.go.id/index.php/content/detail/1
342/Indonesia+Miliki+Kekayaan+dan+Keanekaragaman+
Budaya/0/berita_satker","Moreno, J. (1988). Multicultural music therapy:
The world music connection. Journal
of Music Therapy, 25(1), 17-27. https://doi.
org/10.1093/jmt/25.1.17","Satoh, M. Takeda, K. Nagata, K. Shimosegawa,
E., & Kuzuhara, S. (2006). Positron-emission
tomography of brain regions activated by recognition
of familiar music. American Journal
of Neuroradiology, 27(5), 1101-1106.",,,,,,,,,,,,,,,,,,,"Kominfo, P. (2013). Indonesia miliki kekayaan
dan keanekaragaman budaya. Website
Resmi Kementrian Komunikasi dan Informatika
Republik Indonesia. https://www.
kominfo.go.id/index.php/content/detail/1
342/Indonesia+Miliki+Kekayaan+dan+Keanekaragaman+
Budaya/0/berita_satker


Moreno, J. (1988). Multicultural music therapy:
The world music connection. Journal
of Music Therapy, 25(1), 17-27. https://doi.
org/10.1093/jmt/25.1.17


Satoh, M. Takeda, K. Nagata, K. Shimosegawa,
E., & Kuzuhara, S. (2006). Positron-emission
tomography of brain regions activated by recognition
of familiar music. American Journal
of Neuroradiology, 27(5), 1101-1106.",Indonesia,,,,,,,,,,,,
